id;libm;libf;liste;codeu;ingcad_supv;ingcad_nsupv;tecam_supv;tecam_nsupv;ouvemp_supv;ouvemp_nsupv;nr_supv;nr_nsupv;inde_0_9;inde_sup10;inde_nr;ssvaran
192;Agent commercial en textile, confection;Agente commerciale en textile, confection;1;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322
193;Agent commercial du tourisme;Agente commerciale du tourisme;1;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322
194;Agent commercial du transport de voyageurs;Agente commerciale du transport de voyageurs;1;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322;3322
195;Agent de comptabilité;Agente de comptabilité;1;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311
196;Agent de comptabilité de la fonction publique;Agente de comptabilité de la fonction publique;1;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311
197;Agent comptable des collectivités territoriales;Agente comptable des collectivités territoriales;1;;2411;2411;3313;3313;3313;3313;3313;3313;2411;2411;2411;3313
198;Agent comptable de l'État;Agente comptable de l'État;1;;2411;2411;3313;3313;3313;3313;3313;3313;2411;2411;2411;3313
199;Agent comptable des hôpitaux publics;Agente comptable des hôpitaux publics;1;;2411;2411;3313;3313;3313;3313;3313;3313;2411;2411;2411;3313
200;Agent de comptoir du transport;Agente de comptoir du transport;1;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221
201;Agent de conditionnement;Agente de conditionnement;0;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183
202;Agent de conditionnement dans l'agroalimentaire;Agente de conditionnement dans l'agroalimentaire;1;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183
203;Agent de conditionnement dans l'industrie chimique;Agente de conditionnement dans l'industrie chimique;1;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183
204;Agent de conditionnement dans l'industrie pharmaceutique;Agente de conditionnement dans l'industrie pharmaceutique;1;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183;8183
205;Agent de conduite ferroviaire;Agente de conduite ferroviaire;1;8311;8311;8311;8311;8311;8311;8311;8311;8311;8311;8311;8311;8311
206;Agent de constatation de la DGDDI;Agente de constatation de la DGDDI;1;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351
207;Agent de constatation des Douanes;Agente de constatation des Douanes;1;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351
208;Agent de contrôle de l'assurance maladie;Agente de contrôle de l'assurance maladie;1;;3341;3353;3341;3353;3341;3353;3341;3353;3353;3353;3353;3353
209;Agent de contrôle qualité;Agente de contrôle qualité;1;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543;7543
210;Agent de contrôle de la sécurité sociale;Agente de contrôle de la sécurité sociale;1;;3341;3353;3341;3353;3341;3353;3341;3353;3353;3353;3353;3353
211;Agent de contrôle des transports;Agente de contrôle des transports;1;5112;5112;5112;5112;5112;5112;5112;5112;5112;5112;5112;5112;5112
212;Agent de crèche;Agente de crèche;1;5311;5311;5311;5311;5311;5311;5311;5311;5311;5311;5311;5311;5311
213;Agent de crémation;Agente de crémation;1;5163;5163;5163;5163;5163;5163;5163;5163;5163;5163;5163;5163;5163
214;Agent cynophile (gendarmerie);Agente cynophile (gendarmerie);1;;0210;0210;0210;0210;0310;0310;0310;0310;0310;0310;0310;0310
215;Agent cynophile (police nationale);Agente cynophile (police nationale);1;5412;5412;5412;5412;5412;5412;5412;5412;5412;5412;5412;5412;5412
216;Agent cynophile (surveillance privée);Agente cynophile (surveillance privée);1;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
217;Agent de développement agricole;Agente de développement agricole;1;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132
218;Agent de distribution du courrier;Agente de distribution du courrier;1;4412;4412;4412;4412;4412;4412;4412;4412;4412;4412;4412;4412;4412
219;Agent de district en distribution d'électricité;Agente de district en distribution d'électricité;1;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131;3131
220;Agent des douanes;Agente des douanes;1;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351
221;Agent des eaux;Agente des eaux;1;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132
222;Agent d'emballage;Agente d'emballage;1;9321;9321;9321;9321;9321;9321;9321;9321;9321;9321;9321;9321;9321
223;Agent enquêteur des Douanes;Agente enquêtrice des Douanes;1;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351;3351
224;Agent d'entretien dans l'agroalimentaire;Agente d'entretien dans l'agroalimentaire;1;9129;9129;9129;9129;9129;9129;9129;9129;9129;9129;9129;9129;9129
225;Agent d'entretien autoroutier;Agente d'entretien autoroutier;1;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312
226;Agent d'entretien de bureaux ou de locaux;Agente d'entretien de bureaux ou de locaux;1;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112
227;Agent d'entretien d'équipements industriels;Agente d'entretien d'équipements industriels;1;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233
228;Agent d'entretien des espaces verts;Agente d'entretien des espaces verts;1;9214;9214;9214;9214;9214;9214;9214;9214;9214;9214;9214;9214;9214
229;Agent d'entretien dans un établissement d'enseignement;Agente d'entretien dans un établissement d'enseignement;1;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112
230;Agent d'entretien de l'hôtellerie;Agente d'entretien de l'hôtellerie;0;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112
231;Agent d'entretien de locaux hospitaliers;Agente d'entretien de locaux hospitaliers;1;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112
232;Agent d'entretien et de maintenance des bâtiments;Agente d'entretien et de maintenance des bâtiments;1;9622;9622;9622;9622;9622;9622;9622;9622;9622;9622;9622;9622;9622
233;Agent d'entretien chez des particuliers;Agente d'entretien chez des particuliers;1;9111;9111;9111;9111;9111;9111;9111;9111;9111;9111;9111;9111;9111
234;Agent d'entretien de la voirie;Agente d'entretien de la voirie;1;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312
235;Agent d'escale du transport aérien;Agente d'escale du transport aérien;1;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221;4221
236;Agent d'escale du transport ferroviaire;Agente d'escale du transport ferroviaire;1;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312
237;Agent d'état civil;Agente d'état civil;1;3354;3354;3354;3354;3354;3354;3354;3354;3354;3354;3354;3354;3354
238;Agent d'état des lieux;Agente d'état des lieux;0;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334
239;Agent d'exploitation bancaire;Agente d'exploitation bancaire;1;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312;4312
240;Agent d'exploitation de déchetterie;Agente d'exploitation de déchetterie;1;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612
241;Agent d'exploitation (énergie, eau);Agente d'exploitation (énergie, eau);1;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130
242;Agent d'exploitation informatique;Agente d'exploitation informatique;0;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513;3513
243;Agent d'exploitation des routes;Agente d'exploitation des routes;1;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312;9312
244;Agent d'exploitation du service des eaux;Agente d'exploitation du service des eaux;1;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132;3132
245;Agent d'exploitation de stationnement;Agente d'exploitation de stationnement;1;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
246;Agent d'exploitation des transports;Agente d'exploitation des transports;1;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323
247;Agent d'exploitation d'usine d'incinération des déchets;Agente d'exploitation d'usine d'incinération des déchets;1;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612;9612
248;Agent de fabrication dans l'agroalimentaire;Agente de fabrication dans l'agroalimentaire;1;8160;8160;8160;8160;8160;8160;8160;8160;8160;8160;8160;8160;8160
249;Agent de fabrication en électromécanique;Agente de fabrication en électromécanique;1;8212;8212;8212;8212;8212;8212;8212;8212;8212;8212;8212;8212;8212
250;Agent de fabrication en formage des métaux;Agente de fabrication en formage des métaux;1;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213;7213
251;Agent de fabrication de l'industrie du bois;Agente de fabrication de l'industrie du bois;1;8172;8172;8172;8172;8172;8172;8172;8172;8172;8172;8172;8172;8172
252;Agent de fabrication de l'industrie du caoutchouc;Agente de fabrication de l'industrie du caoutchouc;1;8141;8141;8141;8141;8141;8141;8141;8141;8141;8141;8141;8141;8141
253;Agent de fabrication de l'industrie chimique;Agente de fabrication de l'industrie chimique;1;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131;8131
254;Agent de fabrication de l'industrie du cuir;Agente de fabrication de l'industrie du cuir;1;8155;8155;8155;8155;8155;8155;8155;8155;8155;8155;8155;8155;8155
255;Agent de fabrication de l'industrie de l'habillement;Agente de fabrication de l'industrie de l'habillement;1;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150
256;Agent de fabrication de l'industrie du papier-carton;Agente de fabrication de l'industrie du papier-carton;1;8171;8171;8171;8171;8171;8171;8171;8171;8171;8171;8171;8171;8171
257;Agent de fabrication de l'industrie plasturgique;Agente de fabrication de l'industrie plasturgique;1;8142;8142;8142;8142;8142;8142;8142;8142;8142;8142;8142;8142;8142
258;Agent de fabrication de l'industrie textile;Agente de fabrication de l'industrie textile;1;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150;8150
259;Agent de fabrication en matériaux composites;Agente de fabrication en matériaux composites;1;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100
260;Agent de fabrication de matériaux de construction;Agente de fabrication de matériaux de construction;1;8114;8114;8114;8114;8114;8114;8114;8114;8114;8114;8114;8114;8114
261;Agent de fabrication en matières composites;Agente de fabrication en matières composites;1;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100;8100
262;Agent de fabrication en mécanique;Agente de fabrication en mécanique;1;8211;8211;8211;8211;8211;8211;8211;8211;8211;8211;8211;8211;8211
263;Agent de fabrication métallurgique;Agente de fabrication métallurgique;1;8121;8121;8121;8121;8121;8121;8121;8121;8121;8121;8121;8121;8121
264;Agent de fabrication en soudage des métaux;Agente de fabrication en soudage des métaux;1;7212;7212;7212;7212;7212;7212;7212;7212;7212;7212;7212;7212;7212
265;Agent de fabrication en usinage des métaux;Agente de fabrication en usinage des métaux;1;7223;7223;7223;7223;7223;7223;7223;7223;7223;7223;7223;7223;7223
266;Agent de facturation du fret;Agente de facturation du fret;1;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311
267;Agent de facturation de la logistique;Agente de facturation de la logistique;1;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311
268;Agent de facturation du transport de marchandises;Agente de facturation du transport de marchandises;1;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311;4311
269;Agent de gardiennage;Agente de gardiennage;1;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
270;Agent général d'assurance;Agente générale d'assurance;1;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321;3321
271;Agent de gestion des collectivités territoriales;Agente de gestion des collectivités territoriales;1;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110
272;Agent de gestion de l'État;Agente de gestion de l'État;1;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110
273;Agent de gestion des hôpitaux publics;Agente de gestion des hôpitaux publics;1;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110;4110
274;Agent de gestion locative en immobilier;Agente de gestion locative en immobilier;1;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334
275;Agent hôtelier dans un établissement de santé;Agente hôtelière dans un établissement de santé;1;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112
276;Agent immobilier (directeur d'agence);Agente immobilière (directrice d'agence);1;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334
277;Agent immobilier (négociateur);Agente immobilière (négociatrice);1;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334
278;Agent informatique;Agente informatique;0;4132;4132;4132;4132;4132;4132;4132;4132;4132;4132;4132;4132;4132
279;Agent de laboratoire;Agente de laboratoire;0;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111
280;Agent de laboratoire de l'industrie;Agente de laboratoire de l'industrie;1;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111;3111
5792;Agent de laboratoire de recherche;Agente de laboratoire de recherche;1;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
281;Agent de laboratoire du secteur médical;Agente de laboratoire du secteur médical;1;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212;3212
282;Agent littéraire;Agente littéraire;1;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339
283;Agent logistique;Agente logistique;1;4321;4321;4321;4321;4321;4321;4321;4321;4321;4321;4321;4321;4321
284;Agent de maintenance industrielle;Agente de maintenance industrielle;1;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233;7233
285;Agent de maintenance de réseaux (énergie, eau);Agente de maintenance de réseaux (énergie, eau);1;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130;3130
286;Agent de maîtrise administrative;Agente de maîtrise administrative;1;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341
287;Agent de maîtrise administrative du transport;Agente de maîtrise administrative du transport;1;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341
288;Agent de maîtrise approvisionnements matériel (AMAM);Agente de maîtrise approvisionnements matériel (AMAM);1;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323
289;Agent de maîtrise commerciale du transport;Agente de maîtrise commerciale du transport;1;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339;3339
290;Agent de maîtrise comptable;Agente de maîtrise comptable;1;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313;3313
291;Agent de maîtrise des eaux et forêts;Agente de maîtrise des eaux et forêts;1;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210
292;Agent de maîtrise d'exploitation agricole;Agente de maîtrise d'exploitation agricole;1;6111;6111;6111;6111;6111;6111;6111;6111;6111;6111;6111;6111;6111
293;Agent de maîtrise d'exploitation de carrières;Agente de maîtrise d'exploitation de carrières;1;3121;3121;3121;3121;3121;3121;3121;3121;3121;3121;3121;3121;3121
294;Agent de maîtrise d'exploitation forestière;Agente de maîtrise d'exploitation forestière;1;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210;6210
295;Agent de maîtrise d'exploitation des transports;Agente de maîtrise d'exploitation des transports;1;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323;4323
296;Agent de maîtrise de fabrication de l'industrie;Agente de maîtrise de fabrication de l'industrie;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
297;Agent de maîtrise de l'imprimerie et de l'édition;Agente de maîtrise de l'imprimerie et de l'édition;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
298;Agent de maîtrise en installation, entretien industriel;Agente de maîtrise en installation, entretien industriel;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
299;Agent de maîtrise en maintenance industrielle;Agente de maîtrise en maintenance industrielle;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
300;Agent de maîtrise de la métallurgie;Agente de maîtrise de la métallurgie;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
301;Agent de maîtrise de production, distribution d'eau;Agente de maîtrise de production, distribution d'eau;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
302;Agent de maîtrise de production, distribution d'énergie;Agente de maîtrise de production, distribution d'énergie;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
303;Agent de maîtrise sécurité;Agente de maîtrise sécurité;1;;1439;1439;5414;5414;5414;5414;5414;5414;5414;5414;5414;5414
304;Agent de maîtrise service juridique;Agente de maîtrise service juridique;1;3342;3342;3342;3342;3342;3342;3342;3342;3342;3342;3342;3342;3342
305;Agent de maîtrise service du personnel;Agente de maîtrise service du personnel;1;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341
306;Agent de maîtrise en sidérurgie;Agente de maîtrise en sidérurgie;1;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122;3122
307;Agent mandataire en immobilier;Agente mandataire en immobilier;1;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334;3334
308;Agent de manœuvre ferroviaire;Agente de manœuvre ferroviaire;1;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312;8312
